Country,States,Population,Population Growth %
Greece,Thessaly,753978.38299701,0.01
Greece,Western Greece,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01
Greece,Western Macedonia,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01
Grenada,Saint Andrew,26752.2069150682,0.01
Grenada,Saint David,12487.4969360179,0.01
Grenada,Saint George,40061.8023999735,0.01
Grenada,Saint John,8592.02996775027,0.01
Grenada,Saint Mark,3994.4788372942,0.01
Grenada,Saint Patrick,10675.2796968649,0.01
Grenada,Carriacou,5661.6786925194,0.01
Grenada,Petite Martinique,900.107900241559,0.01
Grenada,Grenada,106679.788216739,0.01
Guatemala,Alta Verapaz,1215183.66988188,0.01
Guatemala,Baja Verapaz,299511.903925268,0.01
Guatemala,Chimaltenango,615849.824865718,0.01
Guatemala,Chiquimula,415112.761553291,0.01
Guatemala,El Progreso,176653.176261629,0.01
Guatemala,Escuintla,733268.900452229,0.01
Guatemala,Guatemala,3015442.47552024,0.01
Guatemala,Huehuetenango,1170809.35051986,0.01
Guatemala,Izabal,408736.997259914,0.01
Guatemala,Jalapa,342964.112749485,0.01
Guatemala,Jutiapa,488453.553264974,0.01
Guatemala,Petén,545665.411524216,0.01
Guatemala,Quetzaltenango,799196.803545479,0.01
Guatemala,Quiché,949374.806101336,0.01
Guatemala,Retalhuleu,326867.183133498,0.01
Guatemala,Sacatepéquez,330508.619649919,0.01
Guatemala,San Marcos,1032400.75881961,0.01
Guatemala,Santa Rosa,396654.548879004,0.01
Guatemala,Sololá,421633.543230596,0.01
Guatemala,Suchitepéquez,554761.501916102,0.01
Guatemala,Totonicapán,418619.181884676,0.01
Guatemala,Zacapa,245403.41768208,0.01
Guinea,Boké,1081574.6535297,0.01
Guinea,Conakry,1668063.95880943,0.01
Guinea,Faranah,942846.023464918,0.01
Guinea,Kankan,1986567.1393099,0.01
Guinea,Kindia,1559371.9293757,0.01
Guinea,Labé,995836.375672028,0.01
Guinea,Mamou,732204.772890167,0.01
Guinea,Nzérékoré,1663781.44544405,0.01
Guinea-Bissau,Bafatá,225543.036923195,0.01
Guinea-Bissau,Biombo,97131.6436349558,0.01
Guinea-Bissau,Bissau,492062.985944942,0.01
Guinea-Bissau,Bolama,34567.1437289433,0.01
Guinea-Bissau,Cacheu,192531.07962189,0.01
Guinea-Bissau,Gabu,215555.839710069,0.01
Guinea-Bissau,Oio,224670.932379849,0.01
Guinea-Bissau,Quinara,63617.6261492951,0.01
Guinea-Bissau,Tombali,94950.3821567038,0.01
Guyana,Barima-Waini,26944.2299337864,0.01
Guyana,Pomeroon-Supenaam,46815.6120114526,0.01
Guyana,Essequibo Islands-West Demerara,107428.878013718,0.01
Guyana,Demerara-Mahaica,313466.576738679,0.01
Guyana,Mahaica-Berbice,49728.9612485678,0.01
Guyana,East Berbice-Corentyne,109444.11959037,0.01
Guyana,Cuyuni-Mazaruni,20282.4313521097,0.01
Guyana,Potaro-Siparuni,10191.2216705127,0.01
Guyana,Upper Takutu-Upper Essequibo,24214.9027562761,0.01
Guyana,Upper Demerara-Berbice,39456.7298670333,0.01
Haiti,Artibonite,1727731.11139655,0.01
Haiti,Centre,746325.465605178,0.01
Haiti,Grand'Anse,468357.144212247,0.01
Haiti,Nippes,342366.041055768,0.01
Haiti,Nord,1067304.9429512,0.01
Haiti,Nord-Est,394014.232371629,0.01
Haiti,Nord-Ouest,728894.376057056,0.01
Haiti,Ouest,4030188.11793656,0.01
Haiti,Sud,775068.911219558,0.01
Haiti,Sud-Est,632676.84200079,0.01
Honduras,Atlántida,449875.92878051,0.01
Honduras,Choluteca,447905.692598869,0.01
Honduras,Colón,319824.338874052,0.01
Honduras,Comayagua,512004.376414849,0.01
Honduras,Copán,382767.884218056,0.01
Honduras,Cortés,1621956.43167949,0.01
Honduras,El Paraíso,458526.965821719,0.01
Honduras,Francisco Morazán,1553565.23329925,0.01
Honduras,Gracias a Dios,94461.3235309058,0.01
Honduras,Intibucá,241596.961383947,0.01
Honduras,Islas de la Bahía,65939.9045319183,0.01
Honduras,La Paz,206089.704959196,0.01
Honduras,Lempira,333164.938075521,0.01
Honduras,Ocotepeque,151534.165125555,0.01
Honduras,Olancho,537370.417163545,0.01
Honduras,Santa Bárbara,434948.139314947,0.01
Honduras,Valle,178582.407527814,0.01
Honduras,Yoro,587445.419893762,0.01
Hungary,Baranya,391501.931210066,0.01
Hungary,Bács-Kiskun,524903.9227452,0.01
Hungary,Békés,361845.376136885,0.01
Hungary,Borsod-Abaúj-Zemplén,684875.099255687,0.01
Hungary,Budapest,1744874.16641659,0.01
Hungary,Csongrád-Csanád,421877.57248355,0.01
Hungary,Fejér,426171.087167703,0.01
Hungary,Győr-Moson-Sopron,450020.946164437,0.01
Hungary,Hajdú-Bihar,565741.818179159,0.01
Hungary,Heves,308021.924062107,0.01
Hungary,Jász-Nagykun-Szolnok,386798.367371359,0.01
Hungary,Komárom-Esztergom,311448.33480236,0.01
Hungary,Nógrád,201943.20789875,0.01
Hungary,Pest,1237709.37014537,0.01
Hungary,Somogy,317985.118397891,0.01
Hungary,Szabolcs-Szatmár-Bereg,552066.178814822,0.01
Hungary,Tolna,231210.716335048,0.01
Hungary,Vas,257718.893997162,0.01
Hungary,Veszprém,353110.329024985,0.01
Hungary,Zala,287077.413343375,0.01
Iceland,Höfuðborgarsvæðið,233061.938249879,0.01
Iceland,Suðurnes,27832.3363953581,0.01
Iceland,Vesturland,16663.9975931386,0.01
Iceland,Vestfirðir,7115.8530113541,0.01
Iceland,Norðurland vestra,7322.87782840966,0.01
Iceland,Northeastern Region,30603.6686082129,0.01
Iceland,Austurland,13174.5792998689,0.01
Iceland,Suðurland,28402.4047321778,0.01
India,Andhra Pradesh,49583046.7570994,0.01
India,Arunachal Pradesh,1383892.89386394,0.01
India,Assam,31209317.2102092,0.01
India,Bihar,104111932.395574,0.01
India,Chhattisgarh,25548260.5922609,0.01
India,Goa,1458719.86373091,0.01
India,Gujarat,60446938.0637406,0.01
India,Haryana,25354501.3654151,0.01
India,Himachal Pradesh,6865424.9913489,0.01
India,Jharkhand,32992088.9195857,0.01
India,Karnataka,61102621.6636715,0.01
India,Kerala,33410066.0245016,0.01
India,Madhya Pradesh,72635516.1669276,0.01
India,Maharashtra,112387805.464084,0.01
India,Manipur,2570698.161891,0.01
India,Meghalaya,2967244.69782197,0.01
India,Mizoram,1097337.5431027,0.01
India,Nagaland,1978739.20093746,0.01
India,Odisha,41979251.2537437,0.01
India,Punjab,27746664.1254131,0.01
India,Rajasthan,68556655.2143453,0.01
India,Sikkim,610650.201561989,0.01
India,Tamil Nadu,72155679.6466275,0.01
India,Telangana,35007870.5609778,0.01
India,Tripura,3674357.46281307,0.01
India,Uttar Pradesh,199836296.333178,0.01
India,Uttarakhand,10087501.237048,0.01
India,West Bengal,91287058.0165079,0.01
Indonesia,Aceh,4993983.65271966,0.01
Indonesia,Bali,4149085.37071925,0.01
Indonesia,Bangka Belitung Islands,1370495.28782879,0.01
Indonesia,Banten,11935803.8019216,0.01
Indonesia,Bengkulu,1872360.44880736,0.01
Indonesia,Central Java,33757069.6214834,0.01
Indonesia,Central Kalimantan,2490476.54534191,0.01
Indonesia,Central Sulawesi,2873201.42440473,0.01
Indonesia,East Java,38832716.0635124,0.01
Indonesia,East Kalimantan[6],3423086.3417413,0.01
Indonesia,East Nusa Tenggara,5113372.96448782,0.01
Indonesia,Gorontalo,1131805.67496262,0.01
Indonesia,Special Capital Region of Jakarta,10155351.3705681,0.01
Indonesia,Jambi,3397571.28312912,0.01
Indonesia,Lampung,8110573.25322983,0.01
Indonesia,Maluku,1684057.87607683,0.01
Indonesia,North Kalimantan,639715.685780678,0.01
Indonesia,North Maluku,1160414.10439196,0.01
Indonesia,North Sulawesi,2410209.92339781,0.01
Indonesia,North Sumatra,13924931.2481478,0.01
Indonesia,Papua,3143464.82217159,0.01
Indonesia,Riau,6331700.01118133,0.01
Indonesia,Riau Islands,1968548.97938685,0.01
Indonesia,South Kalimantan,2495547.15317993,0.01
Indonesia,Southeast Sulawesi,3984792.67616772,0.01
Indonesia,South Sulawesi,8513628.56939944,0.01
Indonesia,South Sumatra,8044006.27352741,0.01
Indonesia,West Java,46673809.0128486,0.01
Indonesia,West Kalimantan,4783782.45489614,0.01
Indonesia,West Nusa Tenggara,4830697.07877661,0.01
Indonesia,West Papua,868923.161977746,0.01
Indonesia,West Sulawesi,1280147.45740199,0.01
Indonesia,West Sumatra,5191199.29390237,0.01
Indonesia,Special Region of Yogyakarta,3676208.6847279,0.01
Iran,Alborz,2712725.18735023,0.01
Iran,Ardabil,1270572.30958319,0.01
Iran,"Azerbaijan, East",3910120.72488357,0.01
Iran,"Azerbaijan, West",3265610.46435427,0.01
Iran,Bushehr,1163539.47904558,0.01
Iran,Chahar Mahaal and Bakhtiari,947876.62650738,0.01
Iran,Fars,4851855.61515163,0.01
Iran,Gilan,2530999.40301078,0.01
Iran,Golestan,1869043.05113503,0.01
Iran,Hamadan,1738442.39540942,0.01
Iran,Hormozgān,1776627.97289734,0.01
Iran,Ilam,580227.554653713,0.01
Iran,Isfahan,5121463.93439109,0.01
Iran,Kerman,3165097.41537407,0.01
Iran,Kermanshah,1952668.07566692,0.01
Iran,"Khorasan, North",863195.475372542,0.01
Iran,"Khorasan, Razavi",6435272.42690246,0.01
Iran,"Khorasan, South",768990.182533261,0.01
Iran,Khuzestan,4711073.73895441,0.01
Iran,Kohgiluyeh and Boyer-Ahmad,713137.487203382,0.01
Iran,Kurdistan,1603203.18363791,0.01
Iran,Lorestan,1760860.08272488,0.01
Iran,Markazi,1429646.3785531,0.01
Iran,Mazandaran,3283975.66587886,0.01
Iran,Qazvin,1273913.71013287,0.01
Iran,Qom,1292437.93071984,0.01
Iran,Semnan,702444.205348513,0.01
Iran,Sistan and Baluchestan,2775346.69408991,0.01
Iran,Tehran,13269227.6458191,0.01
Iran,Yazd,1138669.49776191,0.01
Iran,Zanjan,1057587.77810814,0.01
Iraq,Al Anbar,1561587.19493018,0.01
Iraq,Babil,1820918.28218867,0.01
Iraq,Baghdad,7056045.8419825,0.01
Iraq,Basra,2532303.55934625,0.01
Iraq,Dhi Qar,1836420.1404706,0.01
Iraq,Al-Qādisiyyah,1134435.9902711,0.01
Iraq,Diyala,1443373.02403179,0.01
Iraq,Duhok,1128835.31889183,0.01
Iraq,Erbil (Erbîl),1612893.34524395,0.01
Iraq,Halabja (Helebce),337040.402646005,0.01
Iraq,Karbala,1066727.87377515,0.01
Iraq,Kirkuk,1395767.3173079,0.01
Iraq,Maysan,971516.46032739,0.01
Iraq,Muthanna,719186.212293005,0.01
Iraq,Najaf,1285654.11751169,0.01
Iraq,Nineveh,3270792.08549999,0.01
Iraq,Saladin,1408368.82791128,0.01
Iraq,Sulaymaniyah (Slêmanî),1879025.2477487,0.01
Iraq,Wasit,1210745.1378138,0.01
Ireland,Strabane,39388.7217145706,0.01
Ireland,Omagh,51362.1570275616,0.01
Ireland,North Down,79909.5791436674,0.01
Ireland,Newtownabbey,85149.2072429624,0.01
Ireland,Newry and Mourne,99491.926573367,0.01
Ireland,Moyle,17052.0441101317,0.01
Ireland,Magherafelt,45043.3995678659,0.01
Ireland,Londonderry,107889.933282619,0.01
Ireland,Lisburn,120179.406480585,0.01
Ireland,Limavady,33540.0206027788,0.01
Ireland,Larne,32183.8580330814,0.01
Ireland,Fermanagh,61812.4097493662,0.01
Ireland,Dungannon and South Tyrone,57858.9358275274,0.01
Ireland,Down,69739.3599908268,0.01
Ireland,Craigavon,93034.1524490784,0.01
Ireland,Cookstown,37017.4374573787,0.01
Ireland,Coleraine,59074.0814928535,0.01
Ireland,Castlereagh,67250.0615867144,0.01
Ireland,Carrickfergus,39118.6893444981,0.01
Ireland,Belfast,280995.684297409,0.01
Ireland,Banbridge,48344.7953219741,0.01
Ireland,Ballymoney,31227.7434190471,0.01
Ireland,Ballymena,64051.6781811894,0.01
Ireland,Armagh,59356.1153015959,0.01
Ireland,Ards,78946.4636904088,0.01
Ireland,Antrim,53434.4054378955,0.01
Israel,Jerusalem District,1083429.87592408,0.01
Israel,Northern District,1401468.0006761,0.01
Israel,Haifa District,996419.445567407,0.01
Israel,Central District,2116053.66147898,0.01
Israel,Tel Aviv District,1388566.45410597,0.01
Israel,Southern District,1244349.16608949,0.01
Italy,Abruzzo,1311737.24422091,0.01
Italy,Aosta Valley,125681.065990839,0.01
Italy,Apulia,4029536.03976883,0.01
Italy,Basilicata,562936.481890073,0.01
Italy,Calabria,1947364.43989471,0.01
Italy,Campania,5802387.55996472,0.01
Italy,Emilia-Romagna,4460011.64293947,0.01
Italy,Friuli-Venezia Giulia,1215365.69170171,0.01
Italy,Lazio,5879786.83818661,0.01
Italy,Liguria,1550825.90492284,0.01
Italy,Lombardy,10061780.1537386,0.01
Italy,Marche,1525453.86345482,0.01
Italy,Molise,305653.640164582,0.01
Italy,Piedmont,4356928.28584414,0.01
Italy,Sardinia,1639787.56918328,0.01
Italy,Sicily,5000490.43271852,0.01
Italy,Trentino-Alto Adige,3730088.14351647,0.01
Italy,Tuscany,1072404.55426602,0.01
Italy,Umbria,882120.744035066,0.01
Italy,Veneto,4906442.15870183,0.01
Jamaica,Hanover,69882.3771349764,0.01
Jamaica,Saint James,184684.138971563,0.01
Jamaica,Saint Elizabeth,151011.102423526,0.01
Jamaica,Trelawny,75567.0585849464,0.01
Jamaica,Westmoreland,144834.36198809,0.01
Jamaica,Clarendon,246351.531337001,0.01
Jamaica,Manchester,190834.87628988,0.01
Jamaica,Saint Ann,173252.768638494,0.01
Jamaica,Saint Catherine,518407.143945234,0.01
Jamaica,Saint Mary,114240.694578769,0.01
Jamaica,Kingston Parish,89067.6769686806,0.01
Jamaica,Portland,82192.8528506134,0.01
Jamaica,Saint Andrew,573437.740726225,0.01
Jamaica,Saint Thomas,94950.3821567038,0.01
Japan,Aichi,7262768.62283154,0.01
Japan,Akita,1071976.50295345,0.01
Japan,Aomori,1359702.9941049,0.01
Japan,Chiba,6135331.47154474,0.01
Japan,Ehime,1416230.77035995,0.01
Japan,Fukui,792762.03217864,0.01
Japan,Fukuoka,5038638.00565065,0.01
Japan,Fukushima,1981616.54585857,0.01
Japan,Gifu,2037600.25689393,0.01
Japan,Gunma,1966578.7432052,0.01
Japan,Hiroshima,2823953.52082285,0.01
Japan,Hokkaido,5467981.47310676,0.01
Japan,Hyōgo,5505175.93178451,0.01
Japan,Ibaraki,2919191.93750763,0.01
Japan,Ishikawa,1156909.68430036,0.01
Japan,Iwate,1309216.94210023,0.01
Japan,Kagawa,985390.12342978,0.01
Japan,Kagoshima,1693101.96023447,0.01
Japan,Kanagawa,8935494.14044432,0.01
Japan,Kōchi,755521.567985979,0.01
Japan,Kumamoto,1805225.4010079,0.01
Japan,Kyoto,2590050.48174619,0.01
Japan,Mie,1816640.76942274,0.01
Japan,Miyagi,2315038.5147456,0.01
Japan,Miyazaki,1127204.12335261,0.01
Japan,Nagano,2115582.60501119,0.01
Japan,Nagasaki,1411430.19489199,0.01
Japan,Nara,1386860.24957507,0.01
Japan,Niigata,2351067.8337525,0.01
Japan,Ōita,1183126.82707473,0.01
Japan,Okayama,1922687.48174965,0.01
Japan,Okinawa,1393618.0596661,0.01
Japan,Osaka,8699651.86890259,0.01
Japan,Saga,843286.088739088,0.01
Japan,Saitama,7118346.31023777,0.01
Japan,Shiga,1393850.08748039,0.01
Japan,Shimane,707672.832129027,0.01
Japan,Shizuoka,3694456.87222547,0.01
Japan,Tochigi,1974875.73780565,0.01
Japan,Tokushima,776439.075467704,0.01
Japan,Tokyo,12870747.8781423,0.01
Japan,Tottori,582092.778246992,0.01
Japan,Toyama,1077332.14495989,0.01
Japan,Wakayama,990406.724793793,0.01
Japan,Yamagata,1155703.53971403,0.01
Japan,Yamaguchi,1430854.5233792,0.01
Japan,Yamanashi,845870.39853267,0.01
Jordan,Irbid,1770212.20380839,0.01
Jordan,Ajloun,176101.110082814,0.01
Jordan,Jerash,237087.420803737,0.01
Jordan,Mafraq,550013.932802272,0.01
Jordan,Balqa,491767.950577641,0.01
Jordan,Amman,4007736.42654488,0.01
Jordan,Zarqa,1365041.63407321,0.01
Jordan,Madaba,189214.682069445,0.01
Jordan,Karak,316666.960383982,0.01
Jordan,Tafilah,96302.5442468445,0.01
Jordan,Ma'an,144100.273989449,0.01
Jordan,Aqaba,188182.558343835,0.01
Kazakhstan,Akmola Region,737583.417654054,0.01
Kazakhstan,Aktobe Region,757858.84816694,0.01
Kazakhstan,Almaty,1365795.72446964,0.01
Kazakhstan,Almaty Region,1808110.74688812,0.01
Kazakhstan,Nur-Sultan,613079.492772752,0.01
Kazakhstan,Atyrau Region,510438.188668428,0.01
Kazakhstan,Baikonur,36179.3369902648,0.01
Kazakhstan,East Kazakhstan Region,1396760.43635784,0.01
Kazakhstan,Jambyl Region,1022251.54218444,0.01
Kazakhstan,Karaganda Region,1341860.85528232,0.01
Kazakhstan,Kostanay Region,885676.17024102,0.01
Kazakhstan,Kyzylorda Region,678875.380040632,0.01
Kazakhstan,Mangystau Region,485450.193237834,0.01
Kazakhstan,North Kazakhstan Region,596606.518078443,0.01
Kazakhstan,Pavlodar Region,742564.014702057,0.01
Kazakhstan,Shymkent,603571.352986534,0.01
Kazakhstan,Turkistan Region,2469653.04912977,0.01
Kazakhstan,West Kazakhstan Region,598951.799218516,0.01
Kenya,Mombasa (County),939482.620277682,0.01
Kenya,Kwale,650008.919679886,0.01
Kenya,Kilifi,1109868.04519395,0.01
Kenya,Tana River,240103.782389435,0.01
Kenya,Lamu,101551.173425141,0.01
Kenya,Taita-Taveta,284691.127287846,0.01
Kenya,Garissa,623134.69813834,0.01
Kenya,Wajir,662020.359548664,0.01
Kenya,Mandera,1025878.97702242,0.01
Kenya,Marsabit,291200.90764637,0.01
Kenya,Isiolo,143311.179396904,0.01
Kenya,Meru,1356463.60578391,0.01
Kenya,Tharaka,365373.799105832,0.01
Kenya,Embu,516273.888221662,0.01
Kenya,Kitui,1012830.41282858,0.01
Kenya,Machakos,1098715.70830996,0.01
Kenya,Makueni,884633.045196629,0.01
Kenya,Nyandarua,596339.486068038,0.01
Kenya,Nyeri,693641.15008415,0.01
Kenya,Kirinyaga,528117.307949063,0.01
Kenya,Murang'a,942694.005241766,0.01
Kenya,Kiambu,1623476.61391101,0.01
Kenya,Turkana,855501.553065256,0.01
Kenya,West Pokot,512751.465972049,0.01
Kenya,Samburu,223973.848817106,0.01
Kenya,Trans-Nzoia,818855.160086754,0.01
Kenya,Uasin Gishu,894286.202366775,0.01
Kenya,Elgeyo-Marakwet,370042.358748418,0.01
Kenya,Nandi,753055.272339318,0.01
Kenya,Baringo,555627.605740112,0.01
Kenya,Laikipia,399274.862988596,0.01
Kenya,Nakuru,1603517.2212831,0.01
Kenya,Narok,851022.01608172,0.01
Kenya,Kajiado,687394.401256474,0.01
Kenya,Kericho,752486.204122387,0.01
Kenya,Bomet,730216.534550522,0.01
Kenya,Kakamega,1660850.09404893,0.01
Kenya,Vihiga,554688.493164194,0.01
Kenya,Bungoma,1375227.85514428,0.01
Kenya,Busia,744035.191059008,0.01
Kenya,Siaya,842404.98311674,0.01
Kenya,Kisumu,969025.161683499,0.01
Kenya,Homa Bay,963909.54845046,0.01
Kenya,Migori,917279.95873839,0.01
Kenya,Kisii,1152420.14611793,0.01
Kenya,Nyamira,598323.723928125,0.01
Kenya,Nairobi (County),3138745.25641466,0.01
Kiribati,Banaba,268.032130294153,0.01
Kiribati,Betio,17358.0807962138,0.01
Kiribati,Teinainano Urban Council,56344.7543153432,0.01
Kiribati,North Tarawa,6629.79474522366,0.01
Kiribati,Makin,1990.23857942299,0.01
Kiribati,Butaritari,3224.38652264309,0.01
Kiribati,Marakei,2799.33556975124,0.01
Kiribati,Abaiang,5568.66754282777,0.01
Kiribati,Maiana,1982.23762030973,0.01
Kiribati,Abemama,3262.39107843106,0.01
Kiribati,Kuria,1046.12540405851,0.01
Kiribati,Aranuka,1125.13487530194,0.01
Kosovo,District of Ferizaj,185828.276124759,0.01
Kosovo,District of Gjakova,194695.339062027,0.01
Kosovo,District of Gjilan,180804.673921521,0.01
Kosovo,District of Mitrovica,272279.639463403,0.01
Kosovo,District of Peja,174255.88888732,0.01
Kosovo,District of Pristina,477369.224533443,0.01
Kosovo,District of Prizren,331709.763636797,0.01
Kuwait,Ahmadi Governorate,959123.974780842,0.01
Kuwait,Al-Asimah Governorate,568635.165018492,0.01
Kuwait,Farwaniya Governorate,1169452.18783028,0.01
Kuwait,Hawalli Governorate,939904.670870907,0.01
Kuwait,Jahra Governorate,540974.849244068,0.01
Kuwait,Mubarak Al-Kabeer Governorate,255029.571615218,0.01
Kyrgyzstan,Bishkek City,937512.384096042,0.01
Kyrgyzstan,Batken Region,480757.630717908,0.01
Kyrgyzstan,Chuy Region,870404.339533588,0.01
Kyrgyzstan,Jalal-Abad Region,1122534.56359013,0.01
Kyrgyzstan,Naryn Region,264931.758637765,0.01
Kyrgyzstan,Osh Region,1228547.2718408,0.01
Kyrgyzstan,Talas Region,247229.636599681,0.01
Kyrgyzstan,Issyk-Kul Region,463955.616580065,0.01
Kyrgyzstan,Osh City,270332.406039214,0.01
Laos,Attapeu Province,139644.739883253,0.01
Laos,Bokeo Province,179264.489292219,0.01
Laos,Bolikhamxai Province,273723.812583347,0.01
Laos,Champasak Province,694106.205832608,0.01
Laos,Houaphanh Province,289427.695082894,0.01
Laos,Khammouane Province,392099.002783893,0.01
Laos,Luang Namtha Province,175774.070879061,0.01
Laos,Luang Prabang Province,431940.778808251,0.01
Laos,Oudomxay Province,307658.880542342,0.01
Laos,Phongsaly Province,178010.338951216,0.01
Laos,Salavan Province,396989.589041872,0.01
Laos,Savannakhet Province,969813.256156155,0.01
Laos,Vientiane Province,419140.244346928,0.01
Laos,Vientiane Prefecture,821038.421804784,0.01
Laos,Xaignabouli Province,381421.722847249,0.01
Laos,Sekong Province,113061.553229452,0.01
Laos,Xaisomboun Province,85178.2107197479,0.01
Laos,Xiangkhouang Province,244713.334958562,0.01
Latvia,Aizkraukle District,39975.7920895059,0.01
Latvia,Alūksne District,24161.8964021508,0.01
Latvia,Balvi District,27299.2724944372,0.01
Latvia,Bauska District,50817.091687971,0.01
Latvia,Cēsis District,56271.7455634348,0.01
Latvia,Daugavpils District,39855.7777028071,0.01
Latvia,Daugavpils ,82055.8364257989,0.01
Latvia,Dobele District,37717.5213797888,0.01
Latvia,Gulbene District,29001.476545783,0.01
Latvia,Jēkabpils District,53479.4108329076,0.01
Latvia,Jelgava District,37058.4423728341,0.01
Latvia,Jelgava ,56068.7212259359,0.01
Latvia,Jūrmala,49692.9569325581,0.01
Latvia,Krāslava District,36840.4162369978,0.01
Latvia,Kuldīga District,37123.4501656294,0.01
Latvia,Liepāja District,46614.587913732,0.01
Latvia,Liepāja ,68543.2166033947,0.01
Latvia,Limbaži District,38016.5572266468,0.01
Latvia,Ludza District,32637.9124627588,0.01
Latvia,Madona District,44311.3118090027,0.01
Latvia,Ogre District,63034.5562539164,0.01
Latvia,Preiļi District,37747.5249764634,0.01
Latvia,Rēzekne District,41666.9948220708,0.01
Latvia,Rēzekne ,31219.7424599339,0.01
Latvia,Riga District,173136.754731352,0.01
Latvia,Riga ,627562.228887639,0.01
Latvia,Saldus District,36328.3548537492,0.01
Latvia,Talsi District,49667.9539353292,0.01
Latvia,Tukums District,53740.4421239777,0.01
Latvia,Valka District,31317.7542090712,0.01
Latvia,Valmiera District,60118.2066571337,0.01
Latvia,Ventspils District,14531.7419894553,0.01
Latvia,Ventspils ,38451.6093784302,0.01
Lebanon,Akkar,389945.744662537,0.01
Lebanon,Baalbek-Hermel,416476.925082101,0.01
Lebanon,Beirut,432696.869444454,0.01
Lebanon,Beqaa,536832.352663179,0.01
Lebanon,Mount Lebanon,1831752.58094791,0.01
Lebanon,Nabatieh,368121.128441347,0.01
Lebanon,North,782529.805592671,0.01
Lebanon,South,578264.319311298,0.01
Lesotho,Berea,262647.484810929,0.01
Lesotho,Butha-Buthe,118256.175933735,0.01
Lesotho,Leribe,337561.465108257,0.01
Lesotho,Mafeteng,178243.366885389,0.01
Lesotho,Maseru,519248.244772015,0.01
Lesotho,Mohale's Hoek,165609.852445555,0.01
Lesotho,Mokhotlong,100454.041906736,0.01
Lesotho,Qacha's Nek,74574.9396549023,0.01
Lesotho,Quthing,115482.843481102,0.01
Lesotho,Thaba-Tseka,135363.226637771,0.01
Liberia,Bomi,82045.8352269073,0.01
Liberia,Bong,328958.433821726,0.01
Liberia,Gbarpolu,83768.0416760362,0.01
Liberia,Grand Bassa,224865.955758235,0.01
Liberia,Grand Cape Mount,129070.472295193,0.01
Liberia,Grand Gedeh,126161.123537634,0.01
Liberia,Grand Kru,57112.846390216,0.01
Liberia,Lofa,270146.383739831,0.01
Liberia,Margibi,199712.940545929,0.01
Liberia,Maryland,136420.35336061,0.01
Liberia,Montserrado,1144943.24982659,0.01
Liberia,Nimba,468144.118675856,0.01
Liberia,Rivercess,65869.8961396773,0.01
Liberia,River Gee,67326.0706982903,0.01
Liberia,Sinoe,104944.580209051,0.01
Libya,Ajdabiya,165858.882297955,0.01
Libya,Butnan,144544.327220234,0.01
Libya,Hizam al Akhdar,108873.051133661,0.01
Libya,Jabal al Akhdar,194208.280676007,0.01
Libya,Jafara,289374.688728769,0.01
Libya,Jufra,45122.4090391093,0.01
Libya,Kufra,51439.1662590268,0.01
Libya,Marj,116331.945266997,0.01
Libya,Murqub,328331.358651224,0.01
Libya,Nuqat al Khams,208979.051318971,0.01
Libya,Quba,93906.2569924236,0.01
Libya,Al Wahat,29260.5075970748,0.01
Libya,Zawiya,197200.639384366,0.01
Libya,Benghazi,637068.368434079,0.01
Libya,Bani Walid,77433.2822981139,0.01
Libya,Derna,81183.7318824537,0.01
Libya,Ghat,22772.7298761114,0.01
Libya,Ghadames,19002.2778939884,0.01
Libya,Gharyan,161427.351069099,0.01
Libya,Murzuq,68726.2385431105,0.01
Libya,Mizda,41480.9725226877,0.01
Libya,Misrata,360564.222558874,0.01
Libya,Nalut,86811.4064987417,0.01
Libya,Tajura wa Arba‘,267063.014121559,0.01
Libya,Tarhuna wa Msalata,296127.498220359,0.01
Libya,Tripoli,883031.853254088,0.01
Libya,Sabha,126625.179166204,0.01
Libya,Sirte,156407.749345418,0.01
Libya,Sabratha wa Sorman,152539.285614158,0.01
Libya,Wadi al Hayaa,72595.7023942601,0.01
Libya,Wadi al Shatii,77212.2558026101,0.01
Libya,Yafran,117661.104599687,0.01
Liechtenstein,Ruggell,2322.27838262322,0.01
Liechtenstein,Schellenberg,1107.13271729711,0.01
Liechtenstein,Gamprin,1690.20261267581,0.01
Liechtenstein,Eschen,4466.53542497644,0.01
Liechtenstein,Mauren,4401.52763218122,0.01
Liechtenstein,Schaan,6039.72401062086,0.01
Liechtenstein,Planken,473.056707571397,0.01
Liechtenstein,Vaduz,5696.68288863991,0.01
Liechtenstein,Triesenberg,2638.31626759692,0.01
Liechtenstein,Triesen,5275.63241530469,0.01
Liechtenstein,Balzers,4642.55652546813,0.01
Lithuania,Alytus County,137.016424814548,0.01
Lithuania,Kaunas County,562.067377706395,0.01
Lithuania,Klaipėda County,318.038124752017,0.01
Lithuania,Marijampolė County,140.01678448202,0.01
Lithuania,Panevėžys County,222.026615392917,0.01
Lithuania,Šiauliai County,264.031650737524,0.01
Lithuania,Tauragė County,95.0113894699424,0.01
Lithuania,Telšiai County,136.016304925391,0.01
